row,column,cor,p
Dppa3,Psat1,0.500755078517214,0.0406164051767053
Eif5a,Psat1,0.798159509202454,0.000122952567970902
Fbxo15,Psat1,0.652481566982599,0.00452516218681964
Gcsh,Psat1,0.513215377668093,0.0351245741923205
Gdf9,Psat1,-0.790413144528345,0.000159180033492579
Gnb2l1,Psat1,0.75200355978859,0.000498110887551029
H1foo,Psat1,-0.696132727850676,0.00190940775471526
Hdgf,Psat1,0.62660955983672,0.00711082151131004
Hnrnpab,Psat1,0.514110429447853,0.0347531378705521
Hprt,Psat1,0.771779141104294,0.000284367062886925
Hsp90ab1,Psat1,0.764272703857224,0.000353981279239912
Isyna1,Psat1,0.820858895705522,5.39208826630944e-05
Khdc1b,Psat1,-0.549693251533742,0.0222629612061302
LOC624853,Psat1,0.726212537078792,0.000963207081167372
Mphosph6,Psat1,-0.745555014443691,0.00059157452002534
Obox2,Psat1,-0.803188379047068,0.000103362918338901
Obox6,Psat1,0.49846389805954,0.0416933254496183
Oog3,Psat1,-0.75168622344405,0.000502403246011696
Pcbp1,Psat1,0.624309509897829,0.00738853012746521
Prps1,Psat1,0.849079754601227,1.62573803201838e-05
Alppl2,Pttg1ip,0.788957649108319,0.000166897703997915
Bcl2l10,Pttg1ip,-0.778122912241666,0.000234824260287869
Btg4,Pttg1ip,-0.749233739843906,0.000536624988897394
Calcoco2,Pttg1ip,0.681372549019608,0.00259660313572541
Cnbp,Pttg1ip,0.568447863903805,0.0172698779070006
Ctsl,Pttg1ip,0.597913843890179,0.0112425582219602
Dppa3,Pttg1ip,0.603297142309659,0.0103496263982419
Eif5a,Pttg1ip,0.7713060922452,0.000288386636375648
Fbxo15,Pttg1ip,0.751405332975853,0.0005062282467867
Gcsh,Pttg1ip,0.656021636178384,0.0042402879819905
Gdf9,Pttg1ip,-0.692876784278293,0.00204642691612
Gnb2l1,Pttg1ip,0.697421722362825,0.00185728538367202
H1foo,Pttg1ip,-0.699387029536146,0.00178006536313058
Hdgf,Pttg1ip,0.742647058823529,0.000638246691161193
Hnrnpab,Pttg1ip,0.587369822234421,0.0131681903293686
Hprt,Pttg1ip,0.881667854251667,2.89490749971755e-06
Hsp90ab1,Pttg1ip,0.726380914886664,0.000959293195373467
Isyna1,Pttg1ip,0.721030178442253,0.0010902874800256
Khdc1b,Pttg1ip,-0.497854170829175,0.0419835237470871
LOC624853,Pttg1ip,0.721472935732024,0.00107891674002625
Mphosph6,Pttg1ip,-0.762254901960784,0.000374943967328623
Obox2,Pttg1ip,-0.757352941176471,0.000430216119060578
Obox6,Pttg1ip,0.526448848626612,0.0299326694189839
Oog3,Pttg1ip,-0.639705882352941,0.00568479008886413
Pcbp1,Pttg1ip,0.701841019113466,0.00168736230125877
Prps1,Pttg1ip,0.832618182248793,3.36007453145548e-05
Psat1,Pttg1ip,0.839975633049224,2.45325781158545e-05
Alppl2,Rpl4,0.573006566304175,0.0162007070553223
Bcl2l10,Rpl4,-0.908424695334267,4.58673248271424e-07
Btg4,Rpl4,-0.874310403451236,4.4511346730669e-06
Calcoco2,Rpl4,0.811274509803922,7.73803618061564e-05
Cnbp,Rpl4,0.469000181449791,0.0575483894326625
Ctsl,Rpl4,0.580725355564794,0.0145096081290368
Dppa3,Rpl4,0.604551398322777,0.0101499183088434
Eif5a,Rpl4,0.774984817645415,0.00025834188534013
Fbxo15,Rpl4,0.892062488902367,1.49873025412361e-06
Gcsh,Rpl4,0.410320648845656,0.101858113540497
Gdf9,Rpl4,-0.931206741991039,5.74229828131934e-08
Gnb2l1,Rpl4,0.726942218547495,0.000946340685457514
H1foo,Rpl4,-0.922700081072248,1.34250796257618e-07
Hdgf,Rpl4,0.924019607843137,1.18449054564707e-07
Hnrnpab,Rpl4,0.570202437033415,0.0168520141212491
Hprt,Rpl4,0.692826617040601,0.00204859941054991
Hsp90ab1,Rpl4,0.823313503190796,4.89903784446355e-05
Isyna1,Rpl4,0.783568510245918,0.000198261976029235
Khdc1b,Rpl4,-0.675659231839595,0.00291160470249596
LOC624853,Rpl4,0.915338112340289,2.5986868390504e-07
Mphosph6,Rpl4,-0.693627450980392,0.00201414397589983
Obox2,Rpl4,-0.894607843137255,1.26271591849303e-06
Obox6,Rpl4,0.714642011803882,0.00126566803712658
Oog3,Rpl4,-0.735294117647059,0.000770053379280267
Pcbp1,Rpl4,0.833129461500075,3.28902412318755e-05
Prps1,Rpl4,0.491722961828816,0.0449873378114101
Psat1,Rpl4,0.65971808843866,0.00395851374812839
Pttg1ip,Rpl4,0.639705882352941,0.00568479008886413
Alppl2,Rpl8,0.682237375329544,0.00255144529178142
Bcl2l10,Rpl8,-0.895320875992817,1.20260081581947e-06
Btg4,Rpl8,-0.944718157609248,1.15910332443292e-08
Calcoco2,Rpl8,0.885207148757329,2.32997557048087e-06
Cnbp,Rpl8,0.385608856088561,0.126354806451364
Ctsl,Rpl8,0.449569495694957,0.0702151412732226
Dppa3,Rpl8,0.530271699262411,0.0285488149028681
Eif5a,Rpl8,0.872850781510235,4.83239874515817e-06
Fbxo15,Rpl8,0.846734701112804,1.8120141792588e-05
Gcsh,Rpl8,0.372307762803843,0.141113518377609
Gdf9,Rpl8,-0.931692484107469,5.45290079756455e-08
Gnb2l1,Rpl8,0.839804268933844,2.47173096796782e-05
H1foo,Rpl8,-0.85064552023071,1.5106260391029e-05
Hdgf,Rpl8,0.828730687116778,3.94400436527498e-05
Hnrnpab,Rpl8,0.402948707016688,0.108778420710139
Hprt,Rpl8,0.733415786856594,0.000807113289298833
Hsp90ab1,Rpl8,0.905347435910286,5.82339012122901e-07
Isyna1,Rpl8,0.894349569232162,1.28511502106576e-06
Khdc1b,Rpl8,-0.773956357989371,0.000266464907307196
LOC624853,Rpl8,0.949600671066797,5.87696336040722e-09
Mphosph6,Rpl8,-0.798036957964305,0.000123466337837552
Obox2,Rpl8,-0.861879914601449,8.69560106298017e-06
Obox6,Rpl8,0.56500404593715,0.0181136446005992
Oog3,Rpl8,-0.844691426276064,1.9887717875644e-05
Pcbp1,Rpl8,0.711124903834488,0.00137174205450963
Prps1,Rpl8,0.542383701670329,0.0244876277140631
Psat1,Rpl8,0.773956357989371,0.000266464907307196
Pttg1ip,Rpl8,0.744015994655952,0.00061590893243757
Rpl4,Rpl8,0.918356376242,1.99710737724956e-07
Alppl2,Rplp1,0.713321190266742,0.00130468078026191
Bcl2l10,Rplp1,-0.701109132531762,0.00171458550216008
Btg4,Rplp1,-0.74601226993865,0.00058450038146507
Calcoco2,Rplp1,0.806867104447283,9.07564660526106e-05
Cnbp,Rplp1,0.566953744781102,0.0176320798218668
Ctsl,Rplp1,0.491400862215473,0.0451495034804745
Dppa3,Rplp1,0.53589578578158,0.0266031347256048
Eif5a,Rplp1,0.759509202453988,0.000405122015539217
Fbxo15,Rplp1,0.698161449628495,0.0018279042997329
Gcsh,Rplp1,0.550093129356819,0.0221459592552697
Gdf9,Rplp1,-0.719116157930143,0.00114058692676
Gnb2l1,Rplp1,0.76061898518715,0.000392689625841935
H1foo,Rplp1,-0.704726959058709,0.00158345161207318
Hdgf,Rplp1,0.624157076236576,0.00740723769467477
Hnrnpab,Rplp1,0.442331288343558,0.0754207763517707
Hprt,Rplp1,0.693251533742331,0.00203025799592393
Hsp90ab1,Rplp1,0.731123526340525,0.000854328626150203
Isyna1,Rplp1,0.841717791411043,2.27199081881402e-05
Khdc1b,Rplp1,-0.554601226993865,0.0208597292698085
LOC624853,Rplp1,0.667280665937994,0.00342926258357279
Mphosph6,Rplp1,-0.777437301245559,0.000239803136646621
Obox2,Rplp1,-0.657265604838517,0.00414370529019203
Obox6,Rplp1,0.460309871294489,0.0629838083056427
Oog3,Rplp1,-0.61312090003593,0.00886605977834565
Pcbp1,Rplp1,0.546961429025531,0.0230751882205973
Prps1,Rplp1,0.595092024539877,0.0117344419007082
Psat1,Rplp1,0.704294478527607,0.00159867950266257
Pttg1ip,Rplp1,0.71244648584175,0.00133105769438169
Rpl4,Rplp1,0.63274076883708,0.00641124472247756
Rpl8,Rplp1,0.702703232968127,0.0016557478043735
Alppl2,Rps15,0.696132727850676,0.00190940775471526
Bcl2l10,Rps15,-0.847481039148043,1.75086313274342e-05
Btg4,Rps15,-0.906748466257669,5.22897717125659e-07
Calcoco2,Rps15,0.897608997652601,1.0259084786135e-06
Cnbp,Rps15,0.435504014138463,0.0805840928489925
Ctsl,Rps15,0.394349191927917,0.117264131649772
Dppa3,Rps15,0.454946656547594,0.0665223901771312
Eif5a,Rps15,0.871165644171779,5.3068227565678e-06
Fbxo15,Rps15,0.829645436163304,3.79942139794309e-05
Gcsh,Rps15,0.420406369251468,0.0929065778783611
Gdf9,Rps15,-0.870314939853917,5.56100976911722e-06
Gnb2l1,Rps15,0.874465677953835,4.41212772450683e-06
H1foo,Rps15,-0.816451964763139,6.38256005118798e-05
Hdgf,Rps15,0.71244648584175,0.00133105769438169
Hnrnpab,Rps15,0.36441717791411,0.150407960387144
Hprt,Rps15,0.742331288343558,0.000643493572485498
Hsp90ab1,Rps15,0.861264741776454,8.97352689666064e-06
Isyna1,Rps15,0.934355828220859,4.07844649163991e-08
Khdc1b,Rps15,-0.779141104294479,0.000227589928969651
LOC624853,Rps15,0.885205814427403,2.33016935169417e-06
Mphosph6,Rps15,-0.788473477446206,0.000169533500063102
Obox2,Rps15,-0.766401125044912,0.000332937765332719
Obox6,Rps15,0.525540949312157,0.0302687751852204
Oog3,Rps15,-0.799509653646852,0.000117410212012503
Pcbp1,Rps15,0.636586983052162,0.00600140816851691
Prps1,Rps15,0.50920245398773,0.0368272779742216
Psat1,Rps15,0.745398773006135,0.00059400794380271
Pttg1ip,Rps15,0.687921649840313,0.00227032553424023
Rpl4,Rps15,0.842428116649367,2.20141072069246e-05
Rpl8,Rps15,0.921376616654013,1.51883296162225e-07
Rplp1,Rps15,0.824539877300614,4.66732176904738e-05
Alppl2,Rps5,0.747848044195966,0.000556802359697794
Bcl2l10,Rps5,-0.807147411373454,8.98514769982484e-05
Btg4,Rps5,-0.917026758659635,2.24546734539643e-07
Calcoco2,Rps5,0.909093653131094,4.34997993181696e-07
Cnbp,Rps5,0.332307755229877,0.192510792101781
Ctsl,Rps5,0.35569237504235,0.161161869290952
Dppa3,Rps5,0.450128263597044,0.0698245565957065
Eif5a,Rps5,0.929319342555877,6.99563327266617e-08
Fbxo15,Rps5,0.770569990944708,0.000294735723783468
Gcsh,Rps5,0.338669950738916,0.183612830451887
Gdf9,Rps5,-0.901477832512315,7.77449771005578e-07
Gnb2l1,Rps5,0.895191802597258,1.21329782731827e-06
H1foo,Rps5,-0.833948970336949,3.17779134815233e-05
Hdgf,Rps5,0.714989873138239,0.00125555486339923
Hnrnpab,Rps5,0.371236033666501,0.142352124600284
Hprt,Rps5,0.721574674709391,0.00107631779309569
Hsp90ab1,Rps5,0.872079380485099,5.04488527752756e-06
Isyna1,Rps5,0.946528960010615,9.07714237108337e-09
Khdc1b,Rps5,-0.79778869486609,0.000124512655741649
LOC624853,Rps5,0.943420147859056,1.37424067681025e-08
Mphosph6,Rps5,-0.837840366804603,2.69199311717649e-05
Obox2,Rps5,-0.78624315946473,0.000182130347921916
Obox6,Rps5,0.448828947858681,0.0707352610062681
Oog3,Rps5,-0.818184287817985,5.97635220573878e-05
Pcbp1,Rps5,0.599016443295124,0.0110548667378132
Prps1,Rps5,0.523664073979899,0.0309727865684295
Psat1,Rps5,0.754764651229244,0.000462034159402602
Pttg1ip,Rps5,0.680591734911657,0.00263793265228385
Rpl4,Rps5,0.859953455664548,9.59123010768614e-06
Rpl8,Rps5,0.936615561962727,3.15706274456318e-08
Rplp1,Rps5,0.775662043852855,0.000253106845405693
Rps15,Rps5,0.956363027127609,2.03452366065449e-09
Alppl2,Tcl1,-0.658462660576378,0.0040524557749535
Bcl2l10,Tcl1,0.907521578298397,4.92379995886694e-07
Btg4,Tcl1,0.857321167323927,1.09408544473055e-05
Calcoco2,Tcl1,-0.816230037485728,6.43624179210711e-05
Cnbp,Tcl1,-0.506158019302679,0.0381604465097216
Ctsl,Tcl1,-0.611453665653966,0.00910508645954389
Dppa3,Tcl1,-0.637235986657977,0.0059343817400932
Eif5a,Tcl1,-0.771220045784939,0.000289122863274205
Fbxo15,Tcl1,-0.832926533217205,3.31707064598064e-05
Gcsh,Tcl1,-0.534812177917678,0.0269698053019463
Gdf9,Tcl1,0.856438856342825,1.14278686029756e-05
Gnb2l1,Tcl1,-0.710672559659525,0.00138590017942364
H1foo,Tcl1,0.915078482501938,2.65700633050869e-07
Hdgf,Tcl1,-0.864171259566968,7.72381083713469e-06
Hnrnpab,Tcl1,-0.644528395520427,0.0052218428905868
Hprt,Tcl1,-0.797050382246635,0.000127668423834049
Hsp90ab1,Tcl1,-0.768001308784411,0.000317813377191278
Isyna1,Tcl1,-0.771220045784939,0.000289122863274205
Khdc1b,Tcl1,0.655598539718297,0.00427355003215268
LOC624853,Tcl1,-0.835693731834319,2.95153213636379e-05
Mphosph6,Tcl1,0.773205863823077,0.00027252625640628
Obox2,Tcl1,0.936697723741152,3.12725543238912e-08
Obox6,Tcl1,-0.711289462923118,0.00136662107348995
Oog3,Tcl1,0.781810698555607,0.000209502108128312
Pcbp1,Tcl1,-0.824616789880697,4.65310347119718e-05
Prps1,Tcl1,-0.661748619828225,0.00381031572249602
Psat1,Tcl1,-0.774910093850895,0.000258925012184275
Pttg1ip,Tcl1,-0.775664388032371,0.000253088879847319
Rpl4,Tcl1,-0.854337162729791,1.26626449321598e-05
Rpl8,Tcl1,-0.826355306452792,4.34133064501907e-05
Rplp1,Tcl1,-0.638378315410499,0.00581787141836898
Rps15,Tcl1,-0.741699661257286,0.000654096186618602
Rps5,Tcl1,-0.75415910803138,0.000469754016037882
Alppl2,Tcl1b1,-0.590546458723413,0.0125625312903288
Bcl2l10,Tcl1b1,0.948342352950858,7.04493041681076e-09
Btg4,Tcl1b1,0.900613496932515,8.2794571865108e-07
Calcoco2,Tcl1b1,-0.794604686446565,0.000138606123461837
Cnbp,Tcl1b1,-0.536855441970405,0.0262816329351043
Ctsl,Tcl1b1,-0.582310021725336,0.0141803191260339
Dppa3,Tcl1b1,-0.506402692184701,0.0380519666534198
Eif5a,Tcl1b1,-0.74478527607362,0.000603643552063549
Fbxo15,Tcl1b1,-0.962981309832406,6.04074790189202e-10
Gcsh,Tcl1b1,-0.489244839070422,0.0462463621616336
Gdf9,Tcl1b1,0.83589570494444,2.92624380562323e-05
Gnb2l1,Tcl1b1,-0.806157662293824,9.30812796373637e-05
H1foo,Tcl1b1,0.807857733555106,8.75920937555286e-05
Hdgf,Tcl1b1,-0.90987141565332,4.08794764705789e-07
Hnrnpab,Tcl1b1,-0.501840490797546,0.0401136559302993
Hprt,Tcl1b1,-0.784049079754601,0.000195278500892737
Hsp90ab1,Tcl1b1,-0.859423120803304,9.85111564943963e-06
Isyna1,Tcl1b1,-0.806134969325153,9.31564626163173e-05
Khdc1b,Tcl1b1,0.711656441717791,0.00135525757313193
LOC624853,Tcl1b1,-0.861878615434171,8.6961802054919e-06
Mphosph6,Tcl1b1,0.768853608645056,0.000309994679437153
Obox2,Tcl1b1,0.830165698648649,3.71920703816642e-05
Obox6,Tcl1b1,-0.716311083137413,0.00121774874584579
Oog3,Tcl1b1,0.783568510245918,0.000198261976029235
Pcbp1,Tcl1b1,-0.846531773991255,1.82895058045141e-05
Prps1,Tcl1b1,-0.528834355828221,0.0290632190441966
Psat1,Tcl1b1,-0.669938650306748,0.00325753350951974
Pttg1ip,Tcl1b1,-0.75168622344405,0.000502403246011696
Rpl4,Tcl1b1,-0.90374020665296,6.57563686612406e-07
Rpl8,Tcl1b1,-0.885750054143391,2.25226267880352e-06
Rplp1,Tcl1b1,-0.722699386503068,0.00104792943197474
Rps15,Tcl1b1,-0.87239263803681,4.95765715635699e-06
Rps5,Tcl1b1,-0.82729089621707,4.18098210572815e-05
Tcl1,Tcl1b1,0.815500622576418,6.61536838748589e-05
Alppl2,Trim61,-0.592137592137592,0.0122675688638636
Bcl2l10,Trim61,0.906463083204677,5.34564801757398e-07
Btg4,Trim61,0.949662548487651,5.82411807670269e-09
Calcoco2,Trim61,-0.878528268680492,3.48994873267117e-06
Cnbp,Trim61,-0.353411252986025,0.164057029926934
Ctsl,Trim61,-0.433927555840232,0.081811953759763
Dppa3,Trim61,-0.459621307766965,0.0634301458513806
Eif5a,Trim61,-0.800491249662506,0.000113513863091885
Fbxo15,Trim61,-0.8721567742776,5.02321399209471e-06
Gcsh,Trim61,-0.335178605334541,0.188461264700946
Gdf9,Trim61,0.883149499560368,2.64564053775729e-06
Gnb2l1,Trim61,-0.820199532264724,5.53144521902027e-05
H1foo,Trim61,0.816339066339066,6.40982156301373e-05
Hdgf,Trim61,-0.813497544881517,7.12902968880158e-05
Hnrnpab,Trim61,-0.395948509227237,0.115651864446215
Hprt,Trim61,-0.709024074662726,0.00143851865999078
Hsp90ab1,Trim61,-0.880835380835381,3.04354731617273e-06
Isyna1,Trim61,-0.848373394964405,1.68005302643159e-05
Khdc1b,Trim61,0.78698602919274,0.000177850360238541
LOC624853,Trim61,-0.941031941031941,1.86071473784466e-08
Mphosph6,Trim61,0.791411638685639,0.000154060547830293
Obox2,Trim61,0.853988372907294,1.28781340649198e-05
Obox6,Trim61,-0.607760464223185,0.00965289110888223
Oog3,Trim61,0.850307388541314,1.53488079077668e-05
Pcbp1,Trim61,-0.675061425061425,0.00294628866470004
Prps1,Trim61,-0.487415684227017,0.0471925657049028
Psat1,Trim61,-0.669122286911144,0.00330951588142847
Pttg1ip,Trim61,-0.671166149396968,0.00318062382379614
Rpl4,Trim61,-0.89570619572173,1.17114530739926e-06
Rpl8,Trim61,-0.909649833772725,4.16118423496314e-07
Rplp1,Trim61,-0.605893300166329,0.00993966272977609
Rps15,Trim61,-0.847145647648971,1.77812327439852e-05
Rps5,Trim61,-0.853629182026317,1.31032943528897e-05
Tcl1,Trim61,0.840001431482949,2.45048687492755e-05
Tcl1b1,Trim61,0.903008150501186,6.94490588148966e-07
Alppl2,Ube2c,0.499385749385749,0.0412574602637055
Bcl2l10,Ube2c,-0.749539738861708,0.00053225220842501
Btg4,Ube2c,-0.579496732884514,0.0147690363120101
Calcoco2,Ube2c,0.543558691376338,0.0241188645430082
Cnbp,Ube2c,0.794099719752946,0.000140959680946739
Ctsl,Ube2c,0.874616022607154,4.37463701352669e-06
Dppa3,Ube2c,0.718943165837671,0.00114522581790832
Eif5a,Ube2c,0.475138211072684,0.0539252060852535
Fbxo15,Ube2c,0.799271151498027,0.00011837370144141
Gcsh,Ube2c,0.78474844111353,0.00019100395524374
Gdf9,Ube2c,-0.596556416833953,0.0114770920861826
Gnb2l1,Ube2c,0.424262370668465,0.0896384097301643
H1foo,Ube2c,-0.72972972972973,0.000884138470346851
Hdgf,Ube2c,0.785276664742339,0.000187827615787617
Hnrnpab,Ube2c,0.834254300836922,3.13717036046768e-05
Hprt,Ube2c,0.705954706374143,0.00154087008632375
Hsp90ab1,Ube2c,0.477886977886978,0.0523590758641324
Isyna1,Ube2c,0.515653872481982,0.0341196835274218
Khdc1b,Ube2c,-0.286678998153674,0.264595491192759
LOC624853,Ube2c,0.558968058968059,0.0196700590361858
Mphosph6,Ube2c,-0.473619988422723,0.0548050820005013
Obox2,Ube2c,-0.689571071226866,0.00219367628726008
Obox6,Ube2c,0.929805776065866,6.65206716377043e-08
Oog3,Ube2c,-0.326380613783535,0.201051474792765
Pcbp1,Ube2c,0.858722358722359,1.02036737059663e-05
Prps1,Ube2c,0.583179974830814,0.0140020684693904
Psat1,Ube2c,0.489257305200167,0.0462399629801242
Pttg1ip,Ube2c,0.553374649685617,0.0212037719265465
Rpl4,Ube2c,0.754601795025841,0.000464099901570814
Rpl8,Ube2c,0.592501648484397,0.0122008579331983
Rplp1,Ube2c,0.551258544629548,0.0218076916695709
Rps15,Ube2c,0.602823931877746,0.0104257798926453
Rps5,Ube2c,0.536285768535265,0.0264721192399384
Tcl1,Ube2c,-0.724924312298106,0.000993590343532524
Tcl1b1,Ube2c,-0.752609104360608,0.000490004756401596
Trim61,Ube2c,-0.617936117936118,0.00820371996825942
